AMDuProfPcm Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Topdown metrics are reported in ""% slots""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profile Time: 2025/10/30 19:37:50:095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORE METRICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3 METRICS,,,
System (Aggregated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System (Aggregated),,,
Utilization (%),System time (%),User time (%),System instructions (%),User instructions (%),Eff Freq (MHz),IPC (Sys + User),IPC (Sys),IPC (User),CPI (Sys + User),CPI (Sys),CPI (User),Giga Instructions Per Sec,Locked Instructions (pti),Retired Branches (pti),Retired Branches Mispredicted (pti),Retired SSE/AVX Flops(GFLOPs),FP Dispatch Faults (pti),IC Fetch Miss Ratio,Op Cache Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from L2 HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from L2 HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from L2 HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency (ns)
11.89,10.29,85.77,1.92,98.08,4561.69,2.69,0.48,2.95,0.37,2.07,0.34,16.8,0,201.1,1.48,0.01,0,0.15,0.04,13,2.02,468.65,3.22,1.83,1.11,0.26,0.45,0.19,0.1,0.16,2.78,1.74,0.94,0.1,7814499,4364919,55.86,114.22
99.96,2.6,96.96,0.75,99.25,4931.26,2.06,0.59,2.1,0.49,1.7,0.48,121.25,0,200.9,1.12,0.08,0,0.21,0.02,5.97,1.25,445.04,7.3,0.86,6.3,0.15,0.15,0.02,0.03,0.1,7.12,0.84,6.24,0.05,26029769,14942203,57.4,113.61
99.96,2.4,97.15,0.7,99.3,4900.72,2.07,0.6,2.1,0.48,1.67,0.48,120.89,0,200.77,1.12,0.08,0,0.21,0.02,5.81,1.24,444.18,7.3,0.85,6.31,0.14,0.17,0.03,0.03,0.11,7.13,0.86,6.25,0.03,25566564,13267251,51.89,113.87
99.95,2.34,97.2,0.69,99.31,4897.04,2.07,0.6,2.1,0.48,1.66,0.48,120.89,0,200.92,1.15,0.08,0,0.21,0.02,5.9,1.24,444.2,7.31,0.86,6.31,0.15,0.16,0.02,0.02,0.12,7.13,0.84,6.27,0.03,25155410,11423006,45.41,114.72
99.96,2.36,97.19,0.69,99.31,4898.97,2.06,0.6,2.1,0.48,1.68,0.48,120.69,0,200.74,1.12,0.08,0,0.21,0.02,5.88,1.25,444.95,7.29,0.87,6.28,0.15,0.16,0.02,0.02,0.12,7.1,0.84,6.23,0.03,25914811,12144710,46.86,115.17
99.96,2.47,97.08,0.74,99.26,4896.38,2.05,0.61,2.08,0.49,1.65,0.48,119.61,0,199.37,1.09,0.08,0,0.2,0.02,6.7,1.35,453.21,7.1,0.88,5.96,0.24,0.17,0.01,0.02,0.13,6.87,0.85,5.91,0.11,26549019,12249187,46.14,113.42
99.95,3.08,96.42,1.04,98.96,4899.55,1.91,0.64,1.95,0.52,1.57,0.51,111.76,0,191.44,0.96,0.06,0,0.16,0.03,7.51,1.23,498.66,6.61,0.76,5.07,0.77,0.27,0.02,0.03,0.22,6.3,0.76,4.99,0.56,40447461,22555110,55.76,113.7
99.9,4.5,94.8,2.07,97.93,4910.21,1.57,0.72,1.61,0.64,1.4,0.62,91.54,0,165.3,0.53,0.05,0,0.04,0.02,6.22,0.24,644.51,5.78,0.21,3.06,2.5,0.68,0.03,0.08,0.57,4.94,0.17,2.84,1.93,79486371,49878940,62.75,113.17
99.9,4.17,95.15,1.94,98.06,4906.22,1.58,0.73,1.61,0.63,1.37,0.62,92.1,0,163.91,0.52,0.06,0,0.04,0.02,5.64,0.2,642.37,5.32,0.18,2.81,2.31,0.6,0.02,0.07,0.51,4.59,0.16,2.63,1.81,71076936,43911951,61.78,112.64
99.94,1.43,98.04,0.62,99.38,4901.63,1.62,0.69,1.63,0.62,1.45,0.61,94.72,0,143.22,0.18,0.86,0,0.05,0.01,2.08,0.1,650.96,2.63,0.08,1.33,1.23,0.92,0.02,0.03,0.87,1.67,0.05,1.26,0.37,93594698,82689585,88.35,106.91
99.96,0.33,99.23,0.11,99.89,4903.01,1.65,0.56,1.65,0.61,1.78,0.6,96.65,0,140.66,0.05,0.69,0,0.05,0,0.71,0.04,643.67,0.74,0.04,0.37,0.34,0.35,0.02,0.01,0.32,0.44,0.05,0.37,0.02,34610490,30850658,89.14,98.56
99.91,3.2,96.33,1.24,98.76,4903,1.58,0.61,1.61,0.63,1.64,0.62,92.27,0,137.78,0.34,0.71,0,0.05,0.01,4.18,0.22,666.99,1.6,0.24,0.8,0.59,0.56,0.02,0.04,0.5,1.04,0.23,0.73,0.09,57230907,50131294,87.59,105.91
95.41,17,82.36,7.18,92.82,4912.8,1.43,0.6,1.6,0.7,1.66,0.62,80.04,0,136.17,1.49,0.62,0,0.09,0.05,18.76,1.75,678.7,5.07,1.38,2.25,1.36,1.13,0.08,0.25,0.79,3.75,1.32,1.86,0.57,102901082,80458528,78.19,117.97
81.62,76.59,22.66,57.66,42.34,5044.75,0.93,0.69,1.72,1.08,1.44,0.58,45.47,0,174.97,12.62,0.04,0,0.04,0.26,127.3,5.34,499.64,21.48,5.01,11.62,4.4,5.49,0.68,2.96,1.85,14.76,3.94,8.27,2.55,429173206,202317115,47.14,126.78
97.81,35.76,63.48,17.18,82.82,4946.96,1.28,0.61,1.66,0.78,1.64,0.6,73.92,0,138.18,3.04,0.41,0,0.09,0.1,33.71,3.2,640.67,11.2,3.26,5.66,2.62,1.62,0.21,0.52,0.88,8.65,2.42,4.49,1.74,81525209,55827037,68.48,131.54
99.95,2.32,97.21,0.99,99.01,4898.91,1.64,0.7,1.67,0.61,1.43,0.6,96.12,0,129.41,0.23,1.13,0,0.06,0.03,7.87,0.48,675.87,8.56,0.32,4.72,3.51,0.26,0.02,0.05,0.19,8.17,0.29,4.57,3.31,34646236,20763949,59.93,115.31
99.96,0.46,99.11,0.16,99.84,4899.62,1.66,0.56,1.66,0.6,1.77,0.6,96.92,0,128.67,0.05,1.15,0,0.06,0.03,5.87,0.38,678.22,7.83,0.23,4.41,3.2,0.02,0.01,0.01,0.01,7.79,0.21,4.39,3.19,3840212,1650276,42.97,97.1
99.96,0.39,99.18,0.14,99.86,4900.41,1.66,0.59,1.66,0.6,1.7,0.6,97.02,0,128.67,0.05,1.15,0,0.07,0.03,5.86,0.39,678.36,7.95,0.21,4.39,3.35,0.01,0,0,0.01,7.93,0.2,4.38,3.35,3339330,1376415,41.22,97.55
99.96,0.31,99.26,0.11,99.89,4898.68,1.66,0.58,1.66,0.6,1.71,0.6,97.04,0,128.65,0.04,1.15,0,0.06,0.03,5.76,0.35,678.38,7.85,0.21,4.4,3.25,0.01,0,0,0.01,7.82,0.2,4.38,3.25,3129897,1318049,42.11,99.1
99.96,0.38,99.19,0.13,99.87,4898.65,1.66,0.56,1.66,0.6,1.77,0.6,96.97,0,128.67,0.05,1.15,0,0.07,0.03,5.91,0.39,678.35,7.9,0.22,4.39,3.28,0.02,0.01,0.01,0.01,7.86,0.21,4.38,3.27,3756897,1595159,42.46,97.71
99.96,0.84,98.73,0.32,99.68,4893.12,1.65,0.62,1.66,0.6,1.61,0.6,96.66,0,128.87,0.1,1.15,0,0.08,0.03,6.41,0.54,677.61,8.29,0.41,4.51,3.37,0.04,0.01,0.01,0.02,8.2,0.37,4.48,3.35,5873927,2351009,40.02,96.09
99.96,0.36,99.21,0.12,99.88,4888.26,1.66,0.57,1.66,0.6,1.74,0.6,96.81,0,128.68,0.05,1.15,0,0.06,0.03,5.81,0.36,678.19,7.96,0.2,4.41,3.35,0.02,0,0.01,0.01,7.94,0.2,4.39,3.34,4020577,1603027,39.87,97.6
99.96,0.32,99.25,0.11,99.89,4885.13,1.66,0.57,1.66,0.6,1.75,0.6,96.75,0,128.67,0.05,1.15,0,0.06,0.03,5.77,0.36,678.25,7.94,0.2,4.4,3.32,0.03,0.01,0.01,0.01,7.91,0.2,4.39,3.31,3460166,1362968,39.39,98.77
99.96,0.37,99.2,0.13,99.87,4885.13,1.66,0.57,1.66,0.6,1.76,0.6,96.59,0,128.84,0.06,1.15,0,0.06,0.03,5.81,0.37,677.94,7.89,0.21,4.43,3.22,0.05,0.01,0.02,0.02,7.82,0.21,4.41,3.2,5081040,2193371,43.17,96.17
99.96,0.42,99.15,0.13,99.87,4883.69,1.66,0.53,1.66,0.6,1.89,0.6,96.64,0,128.71,0.06,1.15,0,0.07,0.03,5.89,0.38,678.13,7.89,0.2,4.39,3.3,0.02,0.01,0.01,0.01,7.9,0.22,4.39,3.29,3281242,1396671,42.57,96.39
99.9,0.35,99.21,0.12,99.88,4881.45,1.66,0.57,1.66,0.6,1.76,0.6,96.64,0,128.68,0.05,1.15,0,0.07,0.03,5.89,0.38,678.12,7.99,0.21,4.42,3.32,0.02,0,0,0.01,7.91,0.2,4.41,3.3,3867675,1589514,41.1,94.97
98.92,0.33,99.23,0.11,99.89,4882.29,1.67,0.57,1.68,0.6,1.76,0.6,96.49,0,128.66,0.06,1.12,0,0.06,0.03,5.9,0.36,678.07,7.95,0.2,4.45,3.28,0.02,0,0.01,0.01,7.93,0.2,4.45,3.27,4406253,1821140,41.33,95.48
98.92,0.42,99.14,0.14,99.86,4878,1.68,0.56,1.68,0.6,1.78,0.59,96.65,0,129.29,0.07,1.06,0,0.06,0.03,5.92,0.38,676.24,8.29,0.23,4.7,3.36,0.05,0.01,0.01,0.03,8.22,0.22,4.67,3.33,7543012,2962535,39.28,94.33
87.65,0.6,98.91,0.15,99.85,4887.54,1.83,0.47,1.84,0.55,2.13,0.54,93.46,0,129.36,0.1,0.74,0,0.05,0.03,6.06,0.3,673.88,9.92,0.15,5.89,3.89,0.17,0.01,0.04,0.11,9.69,0.14,5.77,3.78,20132769,6978389,34.66,93.36
83.84,0.64,98.84,0.15,99.85,4891.15,1.91,0.46,1.92,0.52,2.2,0.52,93.57,0,129.15,0.11,0.74,0,0.05,0.03,6.06,0.27,674.87,9.54,0.16,5.61,3.81,0.16,0.02,0.05,0.09,9.41,0.14,5.55,3.72,19358090,6995583,36.14,93.3
84.46,0.58,98.91,0.14,99.86,4892.99,1.89,0.46,1.89,0.53,2.15,0.53,93.05,0,129.19,0.11,0.74,0,0.05,0.03,6.2,0.29,674.53,9.94,0.18,5.7,4.06,0.17,0.02,0.04,0.12,9.65,0.13,5.57,3.94,18427951,6403607,34.75,93.23
84.49,0.62,98.86,0.15,99.85,4894.29,1.89,0.44,1.9,0.53,2.25,0.53,93.38,0,128.63,0.11,0.74,0,0.05,0.03,6.06,0.28,674.51,9.89,0.17,5.69,4.06,0.17,0.01,0.06,0.1,9.75,0.13,5.65,3.97,20390377,7106017,34.85,93.18
84.13,0.63,98.86,0.16,99.84,4894.59,1.91,0.47,1.92,0.52,2.12,0.52,93.7,0,128.91,0.11,0.74,0,0.05,0.03,6.17,0.29,674.67,9.9,0.15,5.64,4.08,0.15,0.02,0.03,0.1,9.65,0.14,5.53,3.98,20559288,7267012,35.35,93.3
84.35,0.66,98.83,0.15,99.85,4893.88,1.9,0.43,1.91,0.53,2.33,0.52,93.76,0,128.83,0.11,0.74,0,0.05,0.03,6.1,0.29,674.6,9.78,0.15,5.7,3.91,0.14,0.01,0.03,0.1,9.53,0.13,5.59,3.81,18771786,6506024,34.66,93.46
83.38,0.64,98.84,0.16,99.84,4889.92,1.91,0.47,1.92,0.52,2.15,0.52,92.88,0,128.8,0.12,0.73,0,0.05,0.03,6.17,0.29,674.78,9.84,0.2,5.69,3.92,0.2,0.03,0.06,0.11,9.62,0.17,5.63,3.82,21930874,7595222,34.63,93.06
90.49,1.95,97.54,0.66,99.34,4881.14,1.78,0.6,1.8,0.56,1.67,0.55,93.83,0,132.78,0.41,0.7,0,0.18,0.04,10.88,1.92,664.85,12,1.48,6.46,3.99,0.64,0.18,0.16,0.31,11.18,1.26,6.24,3.68,67672786,21035442,31.08,102.53
91.7,5.02,94.44,2.36,97.64,4884.25,1.74,0.81,1.79,0.57,1.23,0.56,93.21,0,136.41,0.74,0.67,0,0.16,0.05,13.82,2.15,651.26,12.93,1.78,6.8,4.24,0.86,0.2,0.22,0.45,12,1.65,6.56,3.79,91859157,33586058,36.56,105.77
82.08,16.53,82.76,8.55,91.45,4887.1,1.74,0.89,1.91,0.58,1.12,0.52,83.04,0,147.07,1.67,0.54,0,0.1,0.09,28.89,3.02,612.39,14.68,2.65,7.16,4.88,1.44,0.16,0.38,0.9,13.15,2.53,6.65,3.97,128603618,61486602,47.81,114.36
91.39,3.32,96.1,1.23,98.77,4879.87,1.79,0.66,1.83,0.56,1.52,0.55,95.21,0,140.84,0.43,0.66,0,0.13,0.04,10.08,1.27,642.74,12.6,1.19,6.66,4.83,0.97,0.19,0.22,0.57,11.45,0.95,6.23,4.26,102410193,49361401,48.2,108.6
92.78,3.73,95.72,1.74,98.26,4882.99,1.74,0.8,1.77,0.58,1.24,0.56,93.83,0,135.57,0.54,0.69,0,0.13,0.05,13.12,1.72,653.65,13.22,1.39,6.72,5.08,0.83,0.17,0.19,0.46,12.09,1.13,6.34,4.61,87382956,34564549,39.56,111.94
67.84,20.5,78.77,8,92,4858.19,1.65,0.64,1.91,0.61,1.57,0.52,64.69,0,139.11,2.23,0.45,0,0.14,0.13,44.31,6.31,643.42,18.05,5.74,7.2,5.05,1.36,0.42,0.42,0.52,16.49,5.3,6.65,4.53,101400936,35339232,34.85,107.62
84.51,4.53,94.94,1.49,98.51,4896.28,1.83,0.6,1.88,0.55,1.67,0.53,90.14,0,132.16,0.47,0.69,0,0.14,0.05,12.21,1.73,665.17,12.55,1.45,6.16,4.9,0.33,0.08,0.1,0.15,12.14,1.38,6.01,4.75,38553742,12496621,32.41,98.57
89.32,5.23,94.24,2.22,97.78,4884.39,1.79,0.75,1.85,0.56,1.32,0.54,93.22,0,133.95,0.64,0.7,0,0.14,0.05,13.71,1.88,659.9,12.88,1.48,6.38,5.07,0.55,0.14,0.15,0.25,12.27,1.37,6.09,4.81,62377334,21067641,33.77,100.95
86.69,4.23,95.26,1.65,98.35,4885.67,1.83,0.71,1.88,0.55,1.4,0.53,92.71,0,131.05,0.48,0.71,0,0.09,0.04,11.68,1.1,665.38,11.9,0.98,6.06,4.88,0.42,0.09,0.1,0.22,11.24,0.77,5.81,4.66,53593531,22358429,41.72,99.65
85.33,1.88,97.6,0.62,99.38,4882.59,1.87,0.61,1.89,0.54,1.64,0.53,92.76,0,129.82,0.25,0.73,0,0.07,0.03,8.37,0.61,671.57,11.26,0.44,5.86,4.89,0.31,0.05,0.07,0.19,10.75,0.38,5.66,4.71,34528960,14993291,43.42,97.98
83.57,0.94,98.54,0.33,99.67,4885.06,1.91,0.67,1.92,0.52,1.49,0.52,93.19,0,129.13,0.14,0.73,0,0.05,0.03,6.49,0.33,674.38,10.8,0.18,5.76,4.83,0.22,0.02,0.05,0.14,10.46,0.16,5.61,4.69,20389061,7134710,34.99,93.37
84.63,0.65,98.83,0.16,99.84,4883.69,1.89,0.45,1.9,0.53,2.2,0.53,93.36,0,129.48,0.11,0.73,0,0.06,0.03,6.27,0.35,674.09,10.82,0.17,5.63,4.97,0.19,0.04,0.05,0.1,10.65,0.2,5.58,4.87,19450071,6648302,34.18,92.65
83.94,0.6,98.88,0.15,99.85,4881.53,1.91,0.46,1.92,0.52,2.16,0.52,93.53,0,128.83,0.11,0.74,0,0.05,0.03,6.12,0.3,674.44,10.7,0.16,5.68,4.86,0.16,0.02,0.05,0.09,10.55,0.15,5.64,4.77,19476629,6780495,34.81,93.22
84.05,0.74,98.74,0.17,99.83,4882.98,1.9,0.43,1.91,0.53,2.31,0.52,93.06,0,129.06,0.11,0.73,0,0.05,0.03,6.12,0.3,674.48,10.76,0.21,5.73,4.89,0.18,0.03,0.05,0.1,10.6,0.2,5.61,4.79,20316379,6676401,32.86,93.12
85.18,0.67,98.82,0.17,99.83,4881.7,1.88,0.46,1.89,0.53,2.15,0.53,93.26,0,128.78,0.12,0.74,0,0.05,0.03,6.1,0.32,673.82,10.96,0.22,5.76,4.98,0.17,0.02,0.04,0.11,10.69,0.16,5.66,4.87,20335203,6777930,33.33,94.09
84.91,0.52,98.96,0.13,99.87,4879.42,1.89,0.48,1.9,0.53,2.1,0.53,93.54,0,129.08,0.1,0.74,0,0.05,0.03,6,0.3,672.71,10.58,0.19,5.72,4.66,0.15,0.02,0.04,0.1,10.39,0.16,5.66,4.57,20280995,6713989,33.1,93.5
83.86,0.64,98.84,0.16,99.84,4884.16,1.91,0.48,1.92,0.52,2.1,0.52,93.45,0,128.77,0.12,0.74,0,0.05,0.03,6.19,0.3,674.21,10.53,0.18,5.66,4.72,0.16,0.02,0.04,0.1,10.36,0.15,5.59,4.62,19362923,6731974,34.77,93.55
83.98,0.6,98.88,0.14,99.86,4883.12,1.91,0.45,1.92,0.52,2.2,0.52,93.42,0,128.88,0.11,0.74,0,0.05,0.03,6.11,0.3,674.51,10.52,0.14,5.62,4.71,0.15,0.01,0.03,0.1,10.28,0.13,5.55,4.61,19619141,6585650,33.57,93.03
83.24,0.57,98.91,0.14,99.86,4881.01,1.91,0.45,1.92,0.52,2.2,0.52,92.65,0,128.86,0.11,0.74,0,0.05,0.03,6.05,0.29,674.3,10.77,0.14,5.69,4.89,0.16,0.02,0.03,0.12,10.5,0.13,5.6,4.78,19571614,6505764,33.24,93.01
84.05,0.56,98.92,0.14,99.86,4878.79,1.89,0.46,1.9,0.53,2.19,0.53,92.7,0,129.06,0.12,0.74,0,0.05,0.03,6.07,0.31,673.72,10.32,0.16,5.69,4.51,0.14,0.02,0.04,0.08,10.19,0.17,5.59,4.43,19866211,6755880,34.01,92.88
83.98,0.66,98.83,0.15,99.85,4880.73,1.89,0.44,1.9,0.53,2.28,0.53,92.5,0,128.52,0.11,0.73,0,0.06,0.03,6.27,0.36,674,10.77,0.21,5.82,4.83,0.17,0.02,0.04,0.11,10.56,0.14,5.69,4.72,20125929,6888963,34.23,92.95
84.87,0.64,98.85,0.15,99.85,4878.02,1.9,0.46,1.9,0.53,2.19,0.53,93.66,0,129.19,0.11,0.74,0,0.05,0.03,6.17,0.31,673.72,10.53,0.21,5.67,4.64,0.2,0.04,0.06,0.1,10.37,0.2,5.64,4.53,19935469,6719469,33.71,93.12
83.88,0.69,98.79,0.16,99.84,4878.94,1.91,0.45,1.92,0.52,2.23,0.52,93.48,0,128.77,0.11,0.74,0,0.05,0.03,6.2,0.33,674.04,10.61,0.15,5.72,4.75,0.15,0.02,0.03,0.1,10.37,0.14,5.58,4.65,19360393,6728953,34.76,93.01
84.2,0.57,98.92,0.13,99.87,4881.52,1.91,0.45,1.92,0.52,2.23,0.52,93.75,0,129.06,0.11,0.74,0,0.05,0.03,6.05,0.28,674.45,10.64,0.18,5.7,4.84,0.17,0.02,0.05,0.11,10.46,0.14,5.59,4.74,19217258,5897703,30.69,93.04
87.34,0.85,98.61,0.24,99.76,4879.76,1.83,0.51,1.85,0.55,1.95,0.54,93.28,0,130.94,0.21,0.72,0,0.07,0.03,6.52,0.46,664.67,11.33,0.26,6.03,4.98,0.46,0.03,0.14,0.29,10.74,0.25,5.8,4.7,52131184,32797183,62.91,105.98
86.33,0.85,98.61,0.24,99.76,4878.31,1.85,0.52,1.86,0.54,1.91,0.54,93.14,0,131.37,0.2,0.71,0,0.06,0.03,6.33,0.4,662.94,11.05,0.24,5.84,4.94,0.52,0.04,0.2,0.29,10.61,0.21,5.74,4.66,51401147,32605564,63.43,103.31
84.46,0.59,98.9,0.14,99.86,4880.27,1.9,0.46,1.9,0.53,2.18,0.52,93.31,0,128.89,0.11,0.74,0,0.05,0.03,5.94,0.28,674.2,10.44,0.16,5.69,4.65,0.16,0.01,0.05,0.1,10.32,0.13,5.64,4.55,21298099,7334586,34.44,92.65
84.13,0.7,98.79,0.21,99.79,4876.77,1.91,0.58,1.92,0.52,1.73,0.52,93.67,0,128.59,0.14,0.74,0,0.04,0.03,6.07,0.27,674.35,10.46,0.16,5.64,4.69,0.15,0.02,0.04,0.09,10.29,0.14,5.54,4.61,19297389,6693066,34.68,93.07
84.38,0.63,98.86,0.15,99.85,4878.6,1.89,0.45,1.9,0.53,2.21,0.53,93.13,0,128.85,0.11,0.73,0,0.05,0.03,6.09,0.3,674.36,10.52,0.15,5.63,4.72,0.15,0.02,0.03,0.09,10.34,0.15,5.57,4.63,19484945,6825115,35.03,93.6
84.38,0.61,98.88,0.15,99.85,4875.64,1.9,0.46,1.91,0.53,2.2,0.52,93.29,0,128.75,0.11,0.74,0,0.05,0.03,5.97,0.28,674.5,10.67,0.17,5.67,4.83,0.16,0.02,0.04,0.1,10.53,0.16,5.63,4.74,18827617,6768028,35.95,92.77
83.88,0.62,98.87,0.15,99.85,4877.98,1.89,0.45,1.9,0.53,2.21,0.53,92.38,0,128.72,0.11,0.73,0,0.05,0.03,5.97,0.27,674.1,10.67,0.18,5.73,4.83,0.16,0.03,0.04,0.09,10.58,0.16,5.69,4.74,19170922,6504031,33.93,93.22
84.3,0.61,98.87,0.15,99.85,4876.41,1.9,0.46,1.91,0.53,2.2,0.52,93.13,0,128.68,0.11,0.74,0,0.05,0.03,6.05,0.28,674.45,10.54,0.15,5.61,4.82,0.13,0.02,0.04,0.07,10.48,0.14,5.59,4.75,19069368,6447619,33.81,92.87
83.77,0.65,98.83,0.15,99.85,4875.08,1.91,0.45,1.92,0.52,2.25,0.52,93.23,0,128.72,0.11,0.74,0,0.05,0.03,6.24,0.33,674.4,10.78,0.16,5.72,4.89,0.19,0.03,0.06,0.1,10.6,0.16,5.65,4.79,19226620,6640990,34.54,92.74
84.5,1.64,97.85,0.86,99.14,4878.14,1.9,0.99,1.92,0.53,1.01,0.52,93.56,0,128.87,0.26,0.74,0,0.05,0.03,6.63,0.32,672.08,10.48,0.16,5.6,4.7,0.15,0.02,0.04,0.09,10.28,0.15,5.53,4.6,19865668,7078715,35.63,93.35
84.19,0.72,98.76,0.19,99.81,4876.34,1.9,0.49,1.91,0.53,2.02,0.52,93.09,0,128.87,0.13,0.73,0,0.06,0.03,6.34,0.35,673.97,10.75,0.21,5.79,4.73,0.18,0.02,0.04,0.12,10.41,0.17,5.62,4.61,21325747,8086086,37.92,93.51
84.19,0.56,98.92,0.14,99.86,4876.22,1.91,0.47,1.91,0.52,2.12,0.52,93.38,0,128.7,0.11,0.74,0,0.05,0.03,6.01,0.28,674.39,10.5,0.15,5.69,4.66,0.16,0.02,0.04,0.1,10.33,0.15,5.61,4.57,18530996,6475730,34.95,93.11
83.02,0.73,98.75,0.17,99.83,4877.45,1.91,0.43,1.93,0.52,2.3,0.52,92.54,0,129.33,0.12,0.73,0,0.05,0.03,6.1,0.29,674.59,10.7,0.16,5.65,4.79,0.16,0.01,0.03,0.12,10.33,0.13,5.52,4.67,18554094,6546615,35.28,92.8
84.63,0.61,98.88,0.15,99.85,4877.42,1.9,0.46,1.91,0.53,2.19,0.52,93.63,0,128.63,0.11,0.75,0,0.05,0.03,6.03,0.3,674.21,10.42,0.13,5.6,4.61,0.14,0.02,0.03,0.09,10.26,0.13,5.59,4.53,19177146,6397846,33.36,92.99
84.37,0.62,98.86,0.15,99.85,4876.81,1.89,0.45,1.9,0.53,2.24,0.53,92.78,0,128.75,0.11,0.73,0,0.05,0.03,6.08,0.29,674.37,10.74,0.21,5.76,4.9,0.16,0.02,0.04,0.1,10.55,0.13,5.61,4.8,19029142,6451083,33.9,93.12
