AMDuProfPcm Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Topdown metrics are reported in ""% slots""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profile Time: 2025/10/25 16:57:42:262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORE METRICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L3 METRICS,,,
System (Aggregated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System (Aggregated),,,
Utilization (%),System time (%),User time (%),System instructions (%),User instructions (%),Eff Freq (MHz),IPC (Sys + User),IPC (Sys),IPC (User),CPI (Sys + User),CPI (Sys),CPI (User),Giga Instructions Per Sec,Locked Instructions (pti),Retired Branches (pti),Retired Branches Mispredicted (pti),Retired SSE/AVX Flops(GFLOPs),FP Dispatch Faults (pti),IC Fetch Miss Ratio,Op Cache Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from L2 HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from L2 HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from L2 HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency (ns)
11.49,9.21,86.68,1.23,98.77,4559.09,2.8,0.36,3.05,0.36,2.79,0.33,16.86,0,201.03,1.26,0.01,0,0.17,0.04,12.03,2.05,465.16,2.53,1.5,0.87,0.14,0.2,0.03,0.07,0.09,2.27,1.46,0.75,0.06,6761874,3920885,57.99,111.93
99.96,2.3,97.24,0.62,99.38,4894.18,2.05,0.55,2.08,0.49,1.82,0.48,119.56,0,200.89,1.1,0.08,0,0.19,0.03,7.61,1.44,451.16,6.98,0.95,5.87,0.14,0.15,0.02,0.04,0.09,6.75,0.94,5.77,0.05,25185438,16812656,66.76,114.13
99.96,2.3,97.24,0.63,99.37,4874.69,2.05,0.55,2.08,0.49,1.8,0.48,119.06,0,200.86,1.1,0.08,0,0.19,0.03,7.32,1.39,448.61,6.95,0.93,5.88,0.12,0.14,0.02,0.03,0.09,6.77,0.93,5.8,0.03,24400313,14424464,59.12,116.16
99.96,2.29,97.25,0.64,99.36,4872.9,2.05,0.57,2.08,0.49,1.76,0.48,119.04,0,200.89,1.1,0.08,0,0.19,0.03,7.29,1.38,448.18,6.96,0.94,5.9,0.12,0.13,0.01,0.03,0.09,6.78,0.93,5.83,0.03,21519826,12640537,58.74,115.43
99.96,2.27,97.27,0.64,99.36,4861.71,2.04,0.57,2.08,0.49,1.74,0.48,118.67,0,200.81,1.1,0.08,0,0.19,0.03,7.3,1.38,449.4,6.94,0.94,5.87,0.13,0.13,0.01,0.03,0.1,6.76,0.91,5.82,0.03,23608695,13822114,58.55,116.94
99.96,2.31,97.23,0.68,99.32,4858.79,2.02,0.59,2.06,0.49,1.69,0.49,117.33,0,199.37,1.07,0.08,0,0.16,0.03,8.88,1.43,457.21,6.72,0.95,5.54,0.22,0.14,0.01,0.02,0.11,6.53,0.93,5.49,0.11,24124661,13026631,54,114.73
99.95,2.74,96.78,0.9,99.1,4858.24,1.93,0.63,1.97,0.52,1.59,0.51,112.14,0,194.46,1,0.06,0,0.12,0.04,11.52,1.38,485.8,6.45,0.89,5.03,0.56,0.22,0.02,0.03,0.17,6.21,0.87,4.95,0.39,33115849,18865843,56.97,113.96
99.89,4.79,94.51,2.24,97.76,4876.6,1.54,0.71,1.58,0.65,1.4,0.63,89.17,0,165.35,0.62,0,0,0.02,0.07,21.26,0.51,649.68,5.77,0.23,3.03,2.48,0.68,0.03,0.09,0.56,4.92,0.19,2.8,1.92,77270515,48355964,62.58,114
99.88,4.8,94.49,2.22,97.78,4876.89,1.54,0.71,1.59,0.65,1.41,0.63,89.64,0,163.21,0.63,0.01,0,0.02,0.07,21.29,0.51,651.29,5.63,0.25,3.05,2.4,0.75,0.06,0.09,0.6,4.8,0.24,2.76,1.8,82653237,49497681,59.89,113.31
99.49,11.25,87.76,4.95,95.05,4886.94,1.54,0.67,1.65,0.65,1.49,0.61,88.97,0,142.15,1.29,0.03,0,0.03,0.06,19.44,0.49,654.81,6,0.38,3.9,1.76,1.32,0.08,0.16,1.07,4.42,0.33,3.41,0.69,151409145,121071399,79.96,147.86
94.06,2.83,96.47,0.97,99.03,4880.13,1.64,0.56,1.67,0.61,1.79,0.6,89.8,0,129.94,0.27,0.43,0,0.1,0.02,4.77,0.46,682.71,6.97,0.51,2.97,3.57,1.68,0.19,0.16,1.34,6.04,0.43,3.38,2.23,162090987,46687406,28.8,109.18
93.61,1.56,97.78,0.41,99.59,4875.61,1.65,0.44,1.67,0.61,2.29,0.6,89.82,0,130.27,0.17,0.52,0,0.14,0.01,4.14,0.58,681.18,7.81,0.45,3.7,4.4,1.76,0.17,0.13,1.46,6.32,0.31,3.07,2.94,159399244,36457476,22.87,96.96
89.66,2.35,96.94,0.62,99.38,4877.9,1.7,0.45,1.73,0.59,2.23,0.58,88.5,0,129.95,0.18,0.42,0,0.13,0.01,3.76,0.5,683.42,7.22,0.37,2.57,4.03,1.61,0.17,0.13,1.31,5.81,0.34,2.74,2.72,159656705,36543537,22.89,97.49
90.67,2.15,97.17,0.58,99.42,4875.28,1.66,0.45,1.69,0.6,2.23,0.59,87.72,0,129.76,0.25,0.39,0,0.13,0.01,2.99,0.39,681.29,8.34,0.35,2.76,4.82,1.55,0.13,0.1,1.33,5.87,0.26,2.13,3.49,158468071,36218473,22.86,97.27
94.63,1.43,97.92,0.38,99.62,4874.44,1.64,0.43,1.65,0.61,2.31,0.6,90.03,0,130.48,0.13,0.55,0,0.14,0.01,4.61,0.64,681.93,8.29,0.51,3.53,4.56,1.75,0.15,0.14,1.46,6.84,0.22,3.52,3.1,158655889,36194630,22.81,97.12
93.37,1.59,97.77,0.43,99.57,4876.32,1.65,0.44,1.67,0.61,2.27,0.6,89.35,0,130.85,0.18,0.53,0,0.15,0.02,4.98,0.73,682.77,8.19,0.52,3.42,4.54,1.75,0.12,0.13,1.51,6.6,0.17,3.4,3.03,159359826,35648082,22.37,96.7
93.27,1.69,97.64,0.45,99.55,4873.41,1.65,0.44,1.68,0.6,2.29,0.6,89.64,0,130.38,0.14,0.46,0,0.12,0.01,3.41,0.42,682.58,8.97,0.53,3.22,5.13,1.7,0.17,0.14,1.39,6.97,0.36,2.87,3.74,159081862,36499601,22.94,96.9
93.26,1.57,97.75,0.43,99.57,4874.23,1.65,0.45,1.67,0.61,2.25,0.6,89.35,0,130.4,0.16,0.42,0,0.13,0.01,3.56,0.45,683.55,7.93,0.57,2.68,4.43,1.67,0.18,0.16,1.33,6.54,0.37,3.07,3.1,159416724,37261111,23.37,99.35
93.86,1.71,97.62,0.45,99.55,4874.51,1.65,0.43,1.67,0.61,2.34,0.6,89.87,0,129.79,0.22,0.45,0,0.13,0.01,3.72,0.48,683.28,7.42,0.43,2.65,4.17,1.6,0.15,0.13,1.32,6.25,0.28,3.12,2.85,159402725,36414369,22.84,97.09
92.07,1.82,97.52,0.51,99.49,4875.14,1.65,0.46,1.67,0.61,2.18,0.6,88.11,0,130.52,0.2,0.46,0,0.14,0.01,4.51,0.64,681.74,9.88,0.39,3.09,5.64,1.74,0.12,0.13,1.49,7.58,0.18,3.25,4.15,158551164,36458698,22.99,97.06
94.34,1.51,97.82,0.42,99.58,4875.03,1.64,0.45,1.66,0.61,2.21,0.6,90.06,0,129.97,0.15,0.52,0,0.14,0.01,4.43,0.61,684.69,6.78,0.6,3.57,3.71,1.68,0.16,0.13,1.39,5.45,0.3,2.82,2.32,158326290,36189687,22.86,97.22
92.52,2.07,97.26,0.6,99.4,4876.12,1.66,0.47,1.68,0.6,2.11,0.59,89.06,0,129.76,0.21,0.4,0,0.12,0.01,2.78,0.34,682.83,7.63,0.37,2.54,4.34,1.54,0.15,0.11,1.28,5.68,0.27,2.34,3.06,157705776,36045972,22.86,96.55
94.31,1.45,97.89,0.37,99.63,4874.66,1.65,0.42,1.66,0.61,2.36,0.6,90.19,0,129.97,0.18,0.48,0,0.12,0.01,3.46,0.43,683.78,7.1,0.53,2.89,3.96,1.64,0.18,0.13,1.33,5.77,0.36,2.77,2.64,158782343,36696910,23.11,97.18
90.82,2.13,97.18,0.57,99.43,4876.27,1.68,0.45,1.7,0.6,2.24,0.59,88.48,0,129.99,0.19,0.33,0,0.12,0.01,3.04,0.37,682.65,7.76,0.43,2.55,4.36,1.57,0.16,0.12,1.29,5.82,0.33,2.42,3.07,159049530,36759420,23.11,97.37
95.77,1.11,98.22,0.31,99.69,4876.13,1.64,0.45,1.65,0.61,2.23,0.61,91.03,0,130.34,0.15,0.49,0,0.13,0.01,3.85,0.49,684.12,6.79,0.57,3.09,3.62,1.69,0.2,0.15,1.35,5.92,0.36,3.29,2.27,157798669,36422608,23.08,97.69
91.75,1.93,97.4,0.52,99.48,4875.98,1.68,0.45,1.7,0.6,2.2,0.59,89.41,0,129.38,0.16,0.49,0,0.14,0.01,4.1,0.56,683.55,6.58,0.36,2.71,3.67,1.56,0.13,0.13,1.3,5.64,0.23,3.03,2.37,159719089,36660043,22.95,97.36
91.64,1.9,97.43,0.52,99.48,4875.86,1.66,0.45,1.69,0.6,2.23,0.59,88.61,0,130.09,0.14,0.45,0,0.13,0.01,3.82,0.5,684.18,8.53,0.48,3.02,4.85,1.72,0.17,0.13,1.41,6.78,0.43,2.91,3.44,158700931,36377588,22.92,97.14
90.75,2.13,97.19,0.58,99.42,4872.79,1.67,0.46,1.7,0.6,2.19,0.59,88.14,0,130.19,0.15,0.46,0,0.14,0.01,3.83,0.52,681.8,8.91,0.45,3.58,5.06,1.66,0.13,0.12,1.41,6.62,0.21,2.76,3.65,160207256,36709575,22.91,97.11
94.06,1.44,97.9,0.4,99.6,4873.07,1.63,0.44,1.64,0.61,2.25,0.61,88.88,0,131.23,0.24,0.46,0,0.15,0.01,4.12,0.6,680.11,9.29,0.42,3.24,5.27,1.76,0.13,0.13,1.5,7.05,0.22,3.06,3.77,159402650,36735394,23.05,97.38
94.24,1.56,97.78,0.43,99.57,4875.09,1.64,0.45,1.66,0.61,2.24,0.6,89.61,0,130.56,0.15,0.46,0,0.14,0.01,3.86,0.52,681.67,9.88,0.44,3.21,5.69,1.8,0.17,0.13,1.49,7.57,0.32,3.05,4.2,158784757,36277853,22.85,96.94
92.44,1.87,97.46,0.49,99.51,4872.25,1.65,0.43,1.67,0.61,2.32,0.6,88.36,0,130.54,0.2,0.49,0,0.15,0.01,4.3,0.63,681.56,8.34,0.36,3.26,4.7,1.72,0.15,0.13,1.45,6.76,0.21,3.3,3.25,159057031,36868933,23.18,97.38
92.38,1.82,97.5,0.49,99.51,4869.41,1.66,0.44,1.68,0.6,2.25,0.59,89.01,0,129.99,0.19,0.48,0,0.14,0.01,3.94,0.54,683.55,7.4,0.45,3.15,4.16,1.64,0.16,0.12,1.35,5.88,0.29,2.78,2.81,159621096,36339268,22.77,97.35
95.2,1.48,97.88,0.39,99.61,4863.34,1.63,0.43,1.64,0.62,2.35,0.61,89.7,0,130.35,0.19,0.53,0,0.14,0.01,3.64,0.52,680.97,8.81,0.38,3.88,5.09,1.73,0.15,0.11,1.48,6.58,0.28,2.69,3.62,157562949,36590475,23.22,97.07
92.13,1.77,97.55,0.49,99.51,4870.82,1.67,0.46,1.69,0.6,2.19,0.59,89.33,0,129.92,0.19,0.45,0,0.14,0.01,3.83,0.52,683.5,6.41,0.35,2.97,3.48,1.62,0.18,0.14,1.31,5.67,0.33,3.16,2.18,159746473,36386562,22.78,96.99
94.81,1.36,97.99,0.37,99.63,4874,1.64,0.44,1.66,0.61,2.28,0.6,90.32,0,129.91,0.16,0.5,0,0.13,0.01,3.63,0.47,682.33,7.81,0.45,3.01,4.42,1.68,0.15,0.12,1.4,6.17,0.27,2.89,3.01,158548344,35577322,22.44,96.6
92.96,1.68,97.65,0.46,99.54,4866.72,1.67,0.46,1.69,0.6,2.19,0.59,90.11,0,129.52,0.14,0.48,0,0.13,0.01,3.69,0.48,684.27,6.2,0.32,2.99,3.39,1.58,0.17,0.13,1.28,5.33,0.28,2.93,2.11,158161383,35871476,22.68,97.09
91.12,2.09,97.23,0.57,99.43,4867.46,1.68,0.45,1.71,0.6,2.21,0.59,88.76,0,130.01,0.2,0.42,0,0.14,0.01,3.71,0.51,683.03,7.62,0.32,2.82,4.31,1.6,0.15,0.12,1.33,5.9,0.26,2.66,2.98,158696104,36620370,23.08,97.1
93.27,1.72,97.62,0.45,99.55,4869.04,1.66,0.43,1.68,0.6,2.33,0.6,89.65,0,129.84,0.16,0.45,0,0.13,0.01,3.36,0.43,683.04,7.53,0.39,2.93,4.28,1.63,0.17,0.13,1.34,6.1,0.3,2.85,2.95,158256195,36401330,23,97.21
90.57,2.07,97.25,0.56,99.44,4856.62,1.67,0.45,1.69,0.6,2.22,0.59,87.37,0,130.14,0.24,0.42,0,0.14,0.01,3.64,0.51,679.82,9.17,0.3,3,5.27,1.65,0.12,0.1,1.42,6.61,0.19,2.56,3.85,158871493,35927159,22.61,97.41
92.73,1.85,97.46,0.49,99.51,4861.51,1.65,0.43,1.67,0.61,2.3,0.6,88.47,0,130.17,0.21,0.4,0,0.12,0.01,3.21,0.4,682.43,9.16,0.4,2.72,5.36,1.62,0.14,0.11,1.37,6.7,0.29,2.42,3.99,158096211,35493115,22.45,96.69
92.53,1.99,97.33,0.52,99.48,4859.03,1.66,0.43,1.69,0.6,2.34,0.59,89.05,0,129.75,0.17,0.46,0,0.13,0.01,3.64,0.47,684.67,7.28,0.47,3.05,4.05,1.62,0.15,0.13,1.34,6.01,0.29,3.01,2.71,156988388,36504113,23.25,97.01
93.98,1.59,97.75,0.43,99.57,4862.15,1.65,0.44,1.67,0.61,2.25,0.6,90,0,129.72,0.15,0.48,0,0.13,0.01,3.51,0.47,683.5,8.04,0.47,3.18,4.59,1.6,0.15,0.12,1.33,6.08,0.28,2.55,3.26,158295433,35446562,22.39,97.33
93.33,1.47,97.87,0.4,99.6,4864.39,1.66,0.44,1.67,0.6,2.25,0.6,89.58,0,130.17,0.18,0.46,0,0.13,0.01,3.99,0.53,682.6,8.61,0.4,3.08,4.87,1.68,0.16,0.13,1.4,6.67,0.25,2.94,3.48,158319538,35273278,22.28,96.79
90.97,2.04,97.26,0.54,99.46,4860.38,1.68,0.44,1.7,0.6,2.25,0.59,88.41,0,129.93,0.17,0.47,0,0.14,0.01,4.06,0.55,683.28,7.49,0.44,3.12,4.21,1.67,0.15,0.13,1.38,6.21,0.26,3.12,2.83,158716947,35619986,22.44,96.89
90.22,2.2,97.13,0.6,99.4,4850.13,1.67,0.45,1.7,0.6,2.21,0.59,87.32,0,130.12,0.19,0.46,0,0.14,0.01,4.01,0.55,682.32,9.08,0.42,3.09,5.18,1.69,0.13,0.12,1.43,7.09,0.23,3.12,3.74,158590758,35713473,22.52,96.97
93.32,1.76,97.58,0.47,99.53,4864.82,1.66,0.44,1.68,0.6,2.27,0.59,89.88,0,129.67,0.18,0.47,0,0.13,0.01,3.43,0.46,681.74,8.51,0.36,2.99,4.94,1.64,0.14,0.11,1.39,6.38,0.23,2.6,3.56,158278219,35402897,22.37,96.7
94.26,1.43,97.92,0.38,99.62,4856.77,1.64,0.44,1.66,0.61,2.29,0.6,89.43,0,130.4,0.15,0.54,0,0.14,0.01,4.39,0.62,683.07,8.68,0.49,3.7,4.9,1.78,0.15,0.13,1.5,6.9,0.27,3.22,3.4,157759581,35379335,22.43,96.88
92.04,1.88,97.46,0.51,99.49,4859.55,1.66,0.45,1.68,0.6,2.23,0.59,88.41,0,129.99,0.2,0.49,0,0.14,0.01,3.93,0.56,681.31,8.91,0.31,3.22,5.16,1.66,0.13,0.11,1.42,6.75,0.2,2.8,3.74,158971061,36092436,22.7,97.02
92.29,1.81,97.53,0.49,99.51,4850,1.66,0.45,1.68,0.6,2.23,0.59,88.49,0,130,0.21,0.51,0,0.14,0.01,4.29,0.61,681.04,8.15,0.39,3.22,4.68,1.67,0.12,0.11,1.43,6.41,0.2,2.97,3.25,158681907,35669674,22.48,96.78
91.91,1.86,97.48,0.5,99.5,4853.21,1.67,0.44,1.69,0.6,2.25,0.59,88.63,0,130.1,0.2,0.46,0,0.14,0.01,3.66,0.5,681.95,8.92,0.34,3.19,5.15,1.66,0.15,0.11,1.4,6.69,0.24,2.69,3.75,158388868,35943785,22.69,96.81
91.82,1.92,97.4,0.52,99.48,4861.39,1.67,0.45,1.69,0.6,2.22,0.59,88.68,0,129.5,0.16,0.45,0,0.13,0.01,3.6,0.47,682.88,8.25,0.42,3.08,4.68,1.58,0.14,0.11,1.33,6.16,0.21,2.61,3.34,157928752,36177326,22.91,97.09
91.04,2.12,97.19,0.58,99.42,4857.53,1.68,0.45,1.71,0.59,2.2,0.58,88.7,0,129.75,0.16,0.47,0,0.13,0.01,4.1,0.55,683.28,7.3,0.39,3.03,4.11,1.59,0.14,0.12,1.33,5.85,0.23,2.84,2.78,157746059,36145094,22.91,97.07
94.48,1.56,97.78,0.42,99.58,4854.04,1.64,0.43,1.66,0.61,2.31,0.6,89.72,0,130.13,0.15,0.52,0,0.14,0.01,4.25,0.59,683.17,7.87,0.46,3.18,4.41,1.71,0.16,0.14,1.41,6.63,0.28,3.34,3,158745693,36149364,22.77,97.09
91.01,1.99,97.33,0.53,99.47,4857.35,1.67,0.44,1.7,0.6,2.25,0.59,88.1,0,129.97,0.19,0.41,0,0.13,0.01,3.49,0.45,683.47,7.51,0.52,2.71,4.19,1.57,0.14,0.12,1.31,5.78,0.28,2.62,2.88,157952156,35638163,22.56,96.75
93.35,1.63,97.71,0.45,99.55,4855.65,1.64,0.45,1.66,0.61,2.22,0.6,88.88,0,130.23,0.14,0.49,0,0.13,0.01,4.2,0.56,685.63,6.63,0.59,3.2,3.52,1.66,0.16,0.14,1.36,5.88,0.28,3.43,2.16,159278998,35988819,22.59,97.1
91.96,1.93,97.4,0.51,99.49,4849.68,1.67,0.44,1.7,0.6,2.29,0.59,88.88,0,129.43,0.19,0.46,0,0.13,0.01,3.27,0.42,683.35,6.85,0.37,2.79,3.84,1.55,0.17,0.12,1.26,5.43,0.29,2.56,2.58,158664617,36166274,22.79,96.85
93.23,1.69,97.65,0.45,99.55,4851.76,1.65,0.44,1.67,0.61,2.27,0.6,89.06,0,129.84,0.21,0.55,0,0.14,0.01,4.35,0.63,682.28,8.15,0.33,3.04,4.58,1.67,0.13,0.12,1.42,6.59,0.19,3.24,3.16,158101194,36221048,22.91,97.42
93.21,1.71,97.62,0.46,99.54,4852.59,1.65,0.44,1.68,0.6,2.28,0.6,89.2,0,129.81,0.19,0.47,0,0.13,0.01,3.57,0.47,683.47,7.84,0.35,3.04,4.45,1.63,0.16,0.12,1.36,6.22,0.25,2.88,3.09,158629541,35823793,22.58,97.11
90.32,2.27,97.06,0.6,99.4,4849.33,1.68,0.44,1.7,0.6,2.26,0.59,87.48,0,129.82,0.2,0.4,0,0.13,0.01,3.33,0.43,682.81,7.99,0.49,2.7,4.54,1.56,0.13,0.11,1.32,6,0.24,2.54,3.22,158525662,35597322,22.46,96.72
94.4,1.53,97.83,0.41,99.59,4852.94,1.64,0.43,1.65,0.61,2.3,0.6,89.36,0,130.55,0.2,0.46,0,0.14,0.01,3.51,0.49,681.45,8.98,0.36,3.29,5.17,1.69,0.15,0.12,1.43,6.76,0.24,2.78,3.74,158313352,35985109,22.73,96.85
93.75,1.56,97.78,0.41,99.59,4848.57,1.64,0.43,1.66,0.61,2.32,0.6,88.92,0,130.78,0.18,0.43,0,0.13,0.01,4.06,0.54,681.78,9.14,0.48,3.13,5.07,1.73,0.15,0.14,1.43,7.18,0.26,3.28,3.64,158008094,35929125,22.74,97.05
93.65,1.65,97.7,0.44,99.56,4846.42,1.64,0.44,1.66,0.61,2.3,0.6,88.81,0,130.28,0.19,0.49,0,0.14,0.01,4.15,0.59,681.97,8.21,0.37,3.2,4.61,1.7,0.15,0.13,1.42,6.55,0.23,3.13,3.19,158797131,35618443,22.43,96.64
94.38,1.44,97.86,0.39,99.61,4850.81,1.63,0.44,1.65,0.61,2.29,0.61,89.06,0,130.02,0.19,0.47,0,0.13,0.01,3.79,0.49,683.48,7.17,0.44,3.03,3.97,1.65,0.17,0.13,1.35,5.77,0.32,2.83,2.62,157923387,35885344,22.72,97.02
93.23,1.64,97.68,0.44,99.56,4850.47,1.66,0.44,1.68,0.6,2.26,0.6,89.31,0,130.07,0.16,0.52,0,0.13,0.01,4.37,0.58,684.53,7.84,0.47,3.32,4.41,1.71,0.17,0.14,1.4,6.45,0.27,3.18,3.01,157713951,36360747,23.05,97.05
92.3,1.9,97.41,0.51,99.49,4850.54,1.67,0.44,1.69,0.6,2.27,0.59,88.93,0,129.97,0.2,0.46,0,0.13,0.01,3.78,0.5,683.3,7.44,0.37,2.99,4.14,1.64,0.17,0.12,1.35,5.95,0.27,2.9,2.79,158269650,36792149,23.25,97.02
92.68,1.71,97.62,0.47,99.53,4849.29,1.65,0.45,1.67,0.61,2.23,0.6,88.37,0,130.44,0.21,0.45,0,0.13,0.01,4,0.54,681.94,9.01,0.38,2.88,5.16,1.66,0.13,0.12,1.42,6.81,0.2,2.87,3.75,158508464,36032638,22.73,97.06
91.88,1.83,97.49,0.49,99.51,4853.78,1.67,0.45,1.69,0.6,2.24,0.59,88.58,0,130.33,0.21,0.5,0,0.14,0.01,4.08,0.58,681.75,8.11,0.33,3.41,4.6,1.67,0.14,0.11,1.42,6.15,0.21,2.77,3.18,158182501,36608889,23.14,97.14
93.56,1.6,97.73,0.43,99.57,4854.74,1.65,0.44,1.67,0.61,2.29,0.6,89.36,0,130.1,0.2,0.42,0,0.13,0.01,3.36,0.42,682.95,8.04,0.47,2.83,4.59,1.61,0.16,0.12,1.33,6.23,0.31,2.65,3.26,158332026,36749304,23.21,97.03
92.1,1.93,97.39,0.52,99.48,4847.33,1.67,0.45,1.7,0.6,2.24,0.59,89.09,0,129.79,0.18,0.42,0,0.13,0.01,3.47,0.44,682.61,6.88,0.41,2.88,3.87,1.56,0.16,0.12,1.28,5.48,0.27,2.62,2.59,158851750,35840445,22.56,97.02
92.93,1.68,97.66,0.45,99.55,4849.82,1.66,0.45,1.69,0.6,2.25,0.59,89.45,0,130.03,0.18,0.48,0,0.13,0.01,4,0.54,683.29,7.63,0.49,3.18,4.25,1.67,0.15,0.13,1.39,6.16,0.27,3.02,2.86,157639049,35509072,22.53,97.03
92.17,1.77,97.54,0.48,99.52,4850.35,1.66,0.45,1.69,0.6,2.24,0.59,88.62,0,129.79,0.18,0.48,0,0.13,0.01,3.81,0.5,682.54,7.38,0.45,3.13,4.13,1.67,0.17,0.13,1.36,6.05,0.3,2.98,2.77,158114245,36508016,23.09,97.32
92.92,1.7,97.64,0.45,99.55,4850.57,1.66,0.44,1.68,0.6,2.28,0.59,89.17,0,129.79,0.15,0.47,0,0.12,0.01,3.93,0.49,684.44,5.94,0.43,2.81,3.07,1.64,0.19,0.15,1.29,5.63,0.34,3.51,1.78,159016672,35445883,22.29,96.58
92.91,1.75,97.6,0.49,99.51,4851.69,1.66,0.46,1.68,0.6,2.17,0.6,89.09,0,129.67,0.17,0.49,0,0.13,0.01,3.96,0.51,683.52,7.71,0.38,3.07,4.27,1.66,0.16,0.13,1.37,6.16,0.26,3,2.9,158824001,35451245,22.32,97.1
94.35,1.43,97.92,0.39,99.61,4850.46,1.64,0.44,1.65,0.61,2.28,0.6,89.26,0,130.5,0.18,0.5,0,0.13,0.01,4,0.53,682.72,8.03,0.51,3.35,4.52,1.72,0.16,0.13,1.43,6.46,0.27,3.1,3.09,158328335,35639604,22.51,96.74
